"occupation_name";"country";"state";"count";"hispanic_or_latino_n";"white_n";"black_n";"asian_n";"pacific_islander_n";"american_or_alaskan_native_n";"other_or_multiple_n";"less_than_30yrs_n";"30_to_39_yrs_n";"40_to_49_yrs_n";"50_to_59_yrs_n";"60_or_older_n";"male_n";"female_n";"hispanic_or_latino_percentage";"white_percentage";"black_percentage";"asian_percentage";"pacific Islander_percentage";"american_or_alaskan_native_percentage";"other_or_multiple_percentage";"less_than_30yrs_percentage";"30_to_39_yrs_percentage";"40_to_49_yrs_percentage";"50_to_59_yrs_percentage";"60_or_older_percentage";"male_percentage";"female_percentage"
"Nursing, Psychiatric and Home Health Aides";"United States";"Ohio";95398;2855;55842;31255;1586;0;0;3573;34590;19975;16642;14436;9755;10173;85225;2.993;58.536;32.763;1.663;0.0;0.0;3.745;36.259;20.939;17.445;15.132;10.226;10.664;89.336
"Nursing, Psychiatric and Home Health Aides";"United States";"Oklahoma";25192;2152;13343;4536;505;0;2355;2285;9170;5733;4597;3616;2076;2725;22467;8.542;52.965;18.006;2.005;0.0;9.348;9.07;36.4;22.757;18.248;14.354;8.241;10.817;89.183
"Nursing, Psychiatric and Home Health Aides";"United States";"Oregon";17668;2350;11740;823;1239;277;0;900;5949;4155;3075;2538;1951;3356;14312;13.301;66.448;4.658;7.013;1.568;0.0;5.094;33.671;23.517;17.404;14.365;11.043;18.995;81.005
"Nursing, Psychiatric and Home Health Aides";"United States";"Pennsylvania";107797;11088;54610;34735;3435;0;0;3854;33952;24320;17246;19857;12422;15624;92173;10.286;50.66;32.223;3.187;0.0;0.0;3.575;31.496;22.561;15.999;18.421;11.524;14.494;85.506
"Nursing, Psychiatric and Home Health Aides";"United States";"Rhode Island";11069;2351;5453;2339;250;0;0;665;2319;2889;2109;2212;1540;934;10135;21.239;49.264;21.131;2.259;0.0;0.0;6.008;20.95;26.1;19.053;19.984;13.913;8.438;91.562
"Nursing, Psychiatric and Home Health Aides";"United States";"South Carolina";27452;915;9987;16022;0;0;0;350;7255;6011;5270;5603;3313;2077;25375;3.333;36.38;58.364;0.0;0.0;0.0;1.275;26.428;21.896;19.197;20.41;12.068;7.566;92.434
"Nursing, Psychiatric and Home Health Aides";"United States";"Tennessee";33255;978;20815;10067;0;0;0;1023;12091;7862;4881;5616;2805;3954;29301;2.941;62.592;30.272;0.0;0.0;0.0;3.076;36.358;23.642;14.677;16.888;8.435;11.89;88.11
"Nursing, Psychiatric and Home Health Aides";"United States";"Texas";161850;69196;34330;49888;5080;0;427;2792;37789;34919;35545;31926;21671;21150;140700;42.753;21.211;30.824;3.139;0.0;0.264;1.725;23.348;21.575;21.962;19.726;13.39;13.068;86.932
"Nursing, Psychiatric and Home Health Aides";"United States";"Virginia";46639;2065;16693;25169;1544;0;0;1165;12569;10252;8454;9704;5660;5782;40857;4.428;35.792;53.966;3.311;0.0;0.0;2.498;26.95;21.982;18.126;20.807;12.136;12.397;87.603
"Nursing, Psychiatric and Home Health Aides";"United States";"Washington";36050;4968;18881;5291;3736;543;334;2297;12289;8018;5926;5772;4045;5563;30487;13.781;52.374;14.677;10.363;1.506;0.926;6.372;34.089;22.241;16.438;16.011;11.221;15.431;84.569
"Nursing, Psychiatric and Home Health Aides";"United States";"Wisconsin";42872;3223;30830;6313;1275;0;0;953;17655;8326;5749;6697;4445;4607;38265;7.518;71.912;14.725;2.974;0.0;0.0;2.223;41.181;19.421;13.41;15.621;10.368;10.746;89.254
"Nursing, Psychiatric and Home Health Aides";"United States";"All States";2131412;369973;837628;715827;120002;4153;14844;68985;615564;437173;398987;411724;267964;269914;1861498;17.358;39.299;33.585;5.63;0.195;0.696;3.237;28.881;20.511;18.719;19.317;12.572;12.664;87.336
"Occupational Therapists";"United States";"Illinois";5952;366;4324;526;0;0;0;0;1204;1720;1816;875;337;510;5442;6.149;72.648;8.837;0.0;0.0;0.0;0.0;20.228;28.898;30.511;14.701;5.662;8.569;91.431
"Occupational Therapists";"United States";"New York";11778;813;9282;630;889;0;0;0;2296;3854;3089;1478;1061;1572;10206;6.903;78.808;5.349;7.548;0.0;0.0;0.0;19.494;32.722;26.227;12.549;9.008;13.347;86.653
"Occupational Therapists";"United States";"Texas";8257;1408;5349;596;729;0;0;0;1475;2565;1965;1475;777;1376;6881;17.052;64.781;7.218;8.829;0.0;0.0;0.0;17.864;31.065;23.798;17.864;9.41;16.665;83.335
"Occupational Therapists";"United States";"All States";131351;7389;104276;6892;9022;0;0;3659;24613;41846;33306;21276;10310;15203;116148;5.625;79.387;5.247;6.869;0.0;0.0;2.786;18.738;31.858;25.356;16.198;7.849;11.574;88.426
"Occupational Therapy Assistants And Aides";"United States";"Texas";3615;902;1846;754;0;0;0;0;882;972;971;541;249;551;3064;24.952;51.065;20.858;0.0;0.0;0.0;0.0;24.398;26.888;26.86;14.965;6.888;15.242;84.758
"Occupational Therapy Assistants And Aides";"United States";"All States";51082;5834;34386;6992;1996;0;362;1492;12264;13368;10685;10079;4686;7965;43117;11.421;67.315;13.688;3.907;0.0;0.709;2.921;24.008;26.17;20.917;19.731;9.173;15.593;84.407
"Pharmacists";"United States";"California";32702;2261;9120;496;19268;0;0;1417;5041;11570;8111;4289;3691;12648;20054;6.914;27.888;1.517;58.92;0.0;0.0;4.333;15.415;35.38;24.803;13.115;11.287;38.677;61.323
"Pharmacists";"United States";"Florida";21103;3505;11068;2359;3466;0;0;671;3054;7322;4825;3534;2368;9226;11877;16.609;52.448;11.179;16.424;0.0;0.0;3.18;14.472;34.696;22.864;16.746;11.221;43.719;56.281
"Pharmacists";"United States";"Illinois";13938;629;8483;969;3528;0;0;0;2366;3969;3534;2117;1952;5209;8729;4.513;60.862;6.952;25.312;0.0;0.0;0.0;16.975;28.476;25.355;15.189;14.005;37.373;62.627
"Pharmacists";"United States";"New York";21447;760;13356;821;6026;0;0;472;5115;6165;3730;3604;2833;9372;12075;3.544;62.274;3.828;28.097;0.0;0.0;2.201;23.849;28.745;17.392;16.804;13.209;43.698;56.302
"Pharmacists";"United States";"Texas";23407;3355;9365;2905;7196;0;0;552;3869;7326;5362;3659;3191;9496;13911;14.333;40.009;12.411;30.743;0.0;0.0;2.358;16.529;31.298;22.908;15.632;13.633;40.569;59.431
"Pharmacists";"United States";"All States";337058;16414;218414;21978;70781;0;461;8810;61450;104161;75372;54479;41596;138819;198239;4.87;64.8;6.521;21.0;0.0;0.137;2.614;18.231;30.903;22.362;16.163;12.341;41.185;58.815
"Pharmacy Aides";"United States";"Texas";3788;1781;1138;684;0;0;0;0;1517;739;898;276;0;630;3158;47.017;30.042;18.057;0.0;0.0;0.0;0.0;40.048;19.509;23.706;7.286;0.0;16.631;83.369
"Pharmacy Aides";"United States";"All States";37818;7312;18572;5825;4438;0;0;1406;15251;9083;6038;4485;2961;9032;28786;19.335;49.109;15.403;11.735;0.0;0.0;3.718;40.327;24.018;15.966;11.859;7.83;23.883;76.117
"Phlebotomists";"United States";"Florida";8001;2897;2871;1933;0;0;0;0;2370;1627;1839;1509;656;1237;6764;36.208;35.883;24.159;0.0;0.0;0.0;0.0;29.621;20.335;22.985;18.86;8.199;15.461;84.539
"Phlebotomists";"United States";"Massachusetts";3774;821;1911;701;0;0;0;0;813;748;1009;918;0;250;3524;21.754;50.636;18.574;0.0;0.0;0.0;0.0;21.542;19.82;26.736;24.324;0.0;6.624;93.376
"Phlebotomists";"United States";"New Jersey";4199;1405;1223;946;0;0;0;0;1127;1131;1019;508;414;586;3613;33.46;29.126;22.529;0.0;0.0;0.0;0.0;26.84;26.935;24.268;12.098;9.859;13.956;86.044
"Phlebotomists";"United States";"New York";5849;1186;2093;1895;429;0;0;0;1482;1347;1270;1319;431;1033;4816;20.277;35.784;32.399;7.335;0.0;0.0;0.0;25.338;23.03;21.713;22.551;7.369;17.661;82.339
"Phlebotomists";"United States";"Texas";10663;4968;2506;2568;0;0;0;0;3600;2845;1945;1610;663;1858;8805;46.591;23.502;24.083;0.0;0.0;0.0;0.0;33.762;26.681;18.241;15.099;6.218;17.425;82.575
"Phlebotomists";"United States";"All States";123884;23440;60774;27712;6968;0;787;4023;37764;30369;26295;20467;8989;19269;104615;18.921;49.057;22.369;5.625;0.0;0.635;3.247;30.483;24.514;21.226;16.521;7.256;15.554;84.446
"Physical Therapist Assistants & Aides";"United States";"New York";6449;1117;3470;486;1146;0;0;0;2274;1156;1026;1331;0;2491;3958;17.321;53.807;7.536;17.77;0.0;0.0;0.0;35.261;17.925;15.909;20.639;0.0;38.626;61.374
"Physical Therapist Assistants & Aides";"United States";"Texas";8165;2646;4013;857;391;0;0;0;3560;1965;1323;1007;310;2516;5649;32.407;49.149;10.496;4.789;0.0;0.0;0.0;43.601;24.066;16.203;12.333;3.797;30.814;69.186
"Physical Therapist Assistants & Aides";"United States";"All States";113688;13294;83243;6336;7108;0;0;3152;39044;27881;21665;18247;6851;35785;77903;11.693;73.221;5.573;6.252;0.0;0.0;2.773;34.343;24.524;19.057;16.05;6.026;31.476;68.524
"Physical Therapists";"United States";"California";26015;3522;14294;371;6879;0;0;884;3817;7679;6345;4783;3391;10317;15698;13.538;54.945;1.426;26.442;0.0;0.0;3.398;14.672;29.518;24.39;18.386;13.035;39.658;60.342
"Physical Therapists";"United States";"Florida";17361;3144;9850;1433;2072;0;0;0;2084;5026;4987;3725;1539;6201;11160;18.11;56.736;8.254;11.935;0.0;0.0;0.0;12.004;28.95;28.725;21.456;8.865;35.718;64.282
"Physical Therapists";"United States";"New York";20873;1187;13750;836;4520;0;0;523;3409;5879;6236;3545;1804;7930;12943;5.687;65.875;4.005;21.655;0.0;0.0;2.506;16.332;28.166;29.876;16.984;8.643;37.992;62.008
"Physical Therapists";"United States";"Texas";19552;4078;11143;912;2761;0;0;0;3252;6523;4749;3411;1617;7268;12284;20.857;56.992;4.664;14.121;0.0;0.0;0.0;16.633;33.362;24.289;17.446;8.27;37.173;62.827
"Physical Therapists";"United States";"All States";276505;17964;205951;11293;33858;0;526;6614;46178;87502;70396;48787;23642;94651;181854;6.497;74.484;4.084;12.245;0.0;0.19;2.392;16.701;31.646;25.459;17.644;8.55;34.231;65.769
"Physician Assistants";"United States";"Florida";8130;1447;5192;834;0;0;0;0;1163;3387;1909;1055;616;3088;5042;17.798;63.862;10.258;0.0;0.0;0.0;0.0;14.305;41.661;23.481;12.977;7.577;37.983;62.017
"Physician Assistants";"United States";"New York";15204;1621;10149;790;1944;0;0;0;3708;5734;2824;1666;1272;5013;10191;10.662;66.752;5.196;12.786;0.0;0.0;0.0;24.388;37.714;18.574;10.958;8.366;32.972;67.028
"Physician Assistants";"United States";"Texas";9532;2243;5302;702;1079;0;0;0;1586;3647;2109;1473;717;3167;6365;23.531;55.623;7.365;11.32;0.0;0.0;0.0;16.639;38.261;22.125;15.453;7.522;33.225;66.775
"Physician Assistants";"United States";"All States";141417;13548;103693;7487;11667;0;378;4540;29046;54059;30820;17049;10443;47414;94003;9.58;73.324;5.294;8.25;0.0;0.267;3.21;20.539;38.227;21.794;12.056;7.385;33.528;66.472
"Physicians";"United States";"Alabama";11961;858;8974;579;1299;0;0;0;1191;2413;2282;2998;3077;8473;3488;7.173;75.027;4.841;10.86;0.0;0.0;0.0;9.957;20.174;19.079;25.065;25.725;70.839;29.161
"Physicians";"United States";"Arizona";17347;1346;10794;821;3658;0;0;678;976;4023;4674;4005;3669;11407;5940;7.759;62.224;4.733;21.087;0.0;0.0;3.908;5.626;23.191;26.944;23.088;21.151;65.758;34.242
"Physicians";"United States";"California";110826;8121;53734;3703;39531;0;0;5625;6004;29678;26783;22305;26056;66593;44233;7.328;48.485;3.341;35.669;0.0;0.0;5.076;5.418;26.779;24.167;20.126;23.511;60.088;39.912
"Physicians";"United States";"Connecticut";14058;937;9047;867;2836;0;0;348;1778;4115;2614;2617;2934;8052;6006;6.665;64.355;6.167;20.174;0.0;0.0;2.475;12.648;29.272;18.594;18.616;20.871;57.277;42.723
"Physicians";"United States";"District of Columbia";6976;496;3756;1250;1321;0;0;0;1249;2741;1060;945;981;3739;3237;7.11;53.842;17.919;18.936;0.0;0.0;0.0;17.904;39.292;15.195;13.546;14.063;53.598;46.402
"Physicians";"United States";"Florida";61273;13354;32329;3827;9584;0;0;2027;4178;14307;14050;14460;14278;40952;20321;21.794;52.762;6.246;15.641;0.0;0.0;3.308;6.819;23.35;22.93;23.599;23.302;66.835;33.165
"Physicians";"United States";"Georgia";27117;1238;16009;4436;4511;0;0;910;1944;6964;7117;5585;5507;16238;10879;4.565;59.037;16.359;16.635;0.0;0.0;3.356;7.169;25.681;26.246;20.596;20.308;59.881;40.119
"Physicians";"United States";"Illinois";40556;2081;22516;2403;12241;0;0;1267;3586;12595;8201;7652;8522;24320;16236;5.131;55.518;5.925;30.183;0.0;0.0;3.124;8.842;31.056;20.221;18.868;21.013;59.966;40.034
"Physicians";"United States";"Indiana";15649;527;11161;519;2994;0;0;439;842;4436;4268;3350;2753;10590;5059;3.368;71.321;3.317;19.132;0.0;0.0;2.805;5.381;28.347;27.273;21.407;17.592;67.672;32.328
"Physicians";"United States";"Louisiana";11800;936;8022;844;1685;0;0;293;882;3561;2877;1739;2741;8463;3337;7.932;67.983;7.153;14.28;0.0;0.0;2.483;7.475;30.178;24.381;14.737;23.229;71.72;28.28
"Physicians";"United States";"Maryland";22851;1511;12321;2780;5319;0;0;888;1529;5988;5964;4282;5088;12688;10163;6.612;53.919;12.166;23.277;0.0;0.0;3.886;6.691;26.205;26.1;18.739;22.266;55.525;44.475
"Physicians";"United States";"Massachusetts";33125;2052;21994;1175;6905;0;0;999;2244;10426;7213;6408;6834;18340;14785;6.195;66.397;3.547;20.845;0.0;0.0;3.016;6.774;31.475;21.775;19.345;20.631;55.366;44.634
"Physicians";"United States";"Michigan";33879;1437;23441;1198;6449;0;0;1353;3426;9294;6570;7223;7366;20726;13153;4.242;69.19;3.536;19.035;0.0;0.0;3.994;10.112;27.433;19.393;21.32;21.742;61.177;38.823
"Physicians";"United States";"Missouri";17871;701;12229;825;3457;0;0;619;973;5466;3820;4047;3565;12143;5728;3.923;68.429;4.616;19.344;0.0;0.0;3.464;5.445;30.586;21.375;22.646;19.949;67.948;32.052
"Physicians";"United States";"Nevada";6201;443;3410;490;1493;0;0;365;340;1461;1569;1460;1371;4096;2105;7.144;54.991;7.902;24.077;0.0;0.0;5.886;5.483;23.561;25.302;23.545;22.109;66.054;33.946
"Physicians";"United States";"New Jersey";29402;1660;16987;1618;8320;0;0;817;1892;6004;6830;6758;7918;17882;11520;5.646;57.775;5.503;28.297;0.0;0.0;2.779;6.435;20.42;23.23;22.985;26.93;60.819;39.181
"Physicians";"United States";"New York";87943;6895;52447;5003;20424;0;0;2678;8332;24585;17012;18386;19628;50677;37266;7.84;59.637;5.689;23.224;0.0;0.0;3.045;9.474;27.956;19.344;20.907;22.319;57.625;42.375
"Physicians";"United States";"North Carolina";28305;1122;20988;1601;3768;0;0;792;2016;7369;8019;5983;4918;17254;11051;3.964;74.149;5.656;13.312;0.0;0.0;2.798;7.122;26.034;28.331;21.138;17.375;60.957;39.043
"Physicians";"United States";"Ohio";37504;1119;24831;1653;8818;0;0;1023;4588;11395;8207;7102;6212;23830;13674;2.984;66.209;4.408;23.512;0.0;0.0;2.728;12.233;30.383;21.883;18.937;16.564;63.54;36.46
"Physicians";"United States";"Pennsylvania";46623;2273;31689;1728;9796;0;0;1128;4040;14968;10021;8499;9095;28864;17759;4.875;67.969;3.706;21.011;0.0;0.0;2.419;8.665;32.104;21.494;18.229;19.508;61.909;38.091
"Physicians";"United States";"South Carolina";14699;799;10575;1331;1642;0;0;0;974;3976;3210;3652;2887;9872;4827;5.436;71.944;9.055;11.171;0.0;0.0;0.0;6.626;27.049;21.838;24.845;19.641;67.161;32.839
"Physicians";"United States";"Tennessee";19410;686;14403;1739;2076;0;0;448;1226;4717;4425;4185;4857;13024;6386;3.534;74.204;8.959;10.696;0.0;0.0;2.308;6.316;24.302;22.798;21.561;25.023;67.099;32.901
"Physicians";"United States";"Texas";71063;9068;37082;5484;17485;0;0;1758;5174;19878;18993;13383;13635;44296;26767;12.761;52.182;7.717;24.605;0.0;0.0;2.474;7.281;27.972;26.727;18.833;19.187;62.333;37.667
"Physicians";"United States";"Virginia";23222;1113;14702;1711;5150;0;0;546;1707;6055;5761;4557;5142;14283;8939;4.793;63.311;7.368;22.177;0.0;0.0;2.351;7.351;26.074;24.808;19.624;22.143;61.506;38.494
"Physicians";"United States";"Washington";23538;828;15983;478;5190;0;0;1035;1076;7777;5679;4477;4529;13904;9634;3.518;67.903;2.031;22.049;0.0;0.0;4.397;4.571;33.04;24.127;19.02;19.241;59.07;40.93
"Physicians";"United States";"All States";985575;69144;621144;52541;208479;689;1783;31795;71730;272152;230611;202205;208877;612159;373416;7.016;63.024;5.331;21.153;0.07;0.181;3.226;7.278;27.614;23.399;20.516;21.193;62.112;37.888
"Psychologists";"United States";"California";39927;6511;27471;1471;3068;0;0;1367;2685;9758;8233;6939;12312;10954;28973;16.307;68.803;3.684;7.684;0.0;0.0;3.424;6.725;24.44;20.62;17.379;30.836;27.435;72.565
"Psychologists";"United States";"Florida";10108;2470;6578;745;0;0;0;0;568;2518;2138;1916;2968;2645;7463;24.436;65.077;7.37;0.0;0.0;0.0;0.0;5.619;24.911;21.152;18.955;29.363;26.167;73.833
"Psychologists";"United States";"Georgia";5779;457;3849;1276;0;0;0;0;0;1941;1317;778;1388;1831;3948;7.908;66.603;22.08;0.0;0.0;0.0;0.0;0.0;33.587;22.789;13.463;24.018;31.684;68.316
"Psychologists";"United States";"Illinois";9690;685;7675;626;444;0;0;0;950;2504;1931;2017;2288;2353;7337;7.069;79.205;6.46;4.582;0.0;0.0;0.0;9.804;25.841;19.928;20.815;23.612;24.283;75.717
"Psychologists";"United States";"New York";26379;1790;22410;983;801;0;0;395;1828;6598;5670;4486;7797;6763;19616;6.786;84.954;3.726;3.037;0.0;0.0;1.497;6.93;25.012;21.494;17.006;29.558;25.638;74.362
"Psychologists";"United States";"Texas";12355;2196;7825;1887;0;0;0;0;1472;3298;2743;2085;2757;3404;8951;17.774;63.335;15.273;0.0;0.0;0.0;0.0;11.914;26.694;22.202;16.876;22.315;27.552;72.448
"Psychologists";"United States";"All States";236516;21348;185931;14265;7980;0;0;6578;20771;58047;52157;41719;63822;63237;173279;9.026;78.612;6.031;3.374;0.0;0.0;2.781;8.782;24.543;22.052;17.639;26.984;26.737;73.263
"Registered Nurses";"United States";"Alabama";54241;810;40844;10090;726;0;0;1558;11175;12983;13151;10880;6052;5927;48314;1.493;75.301;18.602;1.338;0.0;0.0;2.872;20.602;23.936;24.245;20.059;11.158;10.927;89.073
"Registered Nurses";"United States";"Arizona";61556;10155;41184;3287;4132;0;616;2129;10695;15853;14362;11833;8813;8099;53457;16.497;66.905;5.34;6.713;0.0;1.001;3.459;17.374;25.754;23.332;19.223;14.317;13.157;86.843
"Registered Nurses";"United States";"Arkansas";34481;1205;27815;3723;628;0;0;1026;6085;9968;7982;6724;3722;4181;30300;3.495;80.668;10.797;1.821;0.0;0.0;2.976;17.647;28.909;23.149;19.501;10.794;12.126;87.874
"Registered Nurses";"United States";"California";331844;53529;130821;22253;111636;856;558;12191;42892;92652;83934;66027;46339;55377;276467;16.131;39.422;6.706;33.641;0.258;0.168;3.674;12.925;27.92;25.293;19.897;13.964;16.688;83.312
"Registered Nurses";"United States";"Colorado";55816;6213;43951;1451;2161;0;0;1981;9170;16502;12795;9764;7585;6052;49764;11.131;78.743;2.6;3.872;0.0;0.0;3.549;16.429;29.565;22.924;17.493;13.589;10.843;89.157
"Registered Nurses";"United States";"Connecticut";37634;2761;27875;3642;2256;0;0;1046;5249;7627;8947;9438;6373;3566;34068;7.336;74.069;9.677;5.995;0.0;0.0;2.779;13.947;20.266;23.774;25.078;16.934;9.475;90.525
"Registered Nurses";"United States";"Delaware";12006;487;8591;2072;403;0;0;0;1811;2758;2881;2896;1660;993;11013;4.056;71.556;17.258;3.357;0.0;0.0;0.0;15.084;22.972;23.996;24.121;13.826;8.271;91.729
"Registered Nurses";"United States";"District of Columbia";11146;496;3472;5743;1158;0;0;0;2012;3068;2189;2152;1725;1364;9782;4.45;31.15;51.525;10.389;0.0;0.0;0.0;18.051;27.526;19.639;19.307;15.476;12.238;87.762
"Registered Nurses";"United States";"Florida";224125;40633;121984;38807;14901;0;0;7421;33816;53580;53790;48894;34045;31244;192881;18.13;54.427;17.315;6.649;0.0;0.0;3.311;15.088;23.906;24.0;21.816;15.19;13.94;86.06
"Registered Nurses";"United States";"Georgia";97183;3678;59064;27522;4293;0;0;2352;16134;22105;25882;20709;12353;8753;88430;3.785;60.776;28.32;4.417;0.0;0.0;2.42;16.602;22.746;26.632;21.309;12.711;9.007;90.993
"Registered Nurses";"United States";"Illinois";136764;10614;91003;12901;18940;0;0;3245;24210;34270;31058;26816;20410;13756;123008;7.761;66.54;9.433;13.849;0.0;0.0;2.373;17.702;25.058;22.709;19.607;14.924;10.058;89.942
"Registered Nurses";"United States";"Indiana";78695;2234;67323;5748;1568;0;0;1672;14048;20731;17064;16830;10022;6429;72266;2.839;85.549;7.304;1.993;0.0;0.0;2.125;17.851;26.343;21.684;21.386;12.735;8.17;91.83
"Registered Nurses";"United States";"Iowa";36639;1072;33665;539;768;0;0;0;6043;9240;7981;8629;4746;2293;34346;2.926;91.883;1.471;2.096;0.0;0.0;0.0;16.493;25.219;21.783;23.551;12.953;6.258;93.742
"Registered Nurses";"United States";"Kansas";36218;1763;31249;1275;868;0;0;915;6966;10317;8069;6621;4245;3374;32844;4.868;86.28;3.52;2.397;0.0;0.0;2.526;19.234;28.486;22.279;18.281;11.721;9.316;90.684
"Registered Nurses";"United States";"Kentucky";47570;616;43131;2231;511;0;0;1033;9527;12671;10102;9740;5530;4545;43025;1.295;90.668;4.69;1.074;0.0;0.0;2.172;20.027;26.637;21.236;20.475;11.625;9.554;90.446
"Registered Nurses";"United States";"Louisiana";50904;1521;35466;11727;844;0;0;1210;9201;14046;11603;10508;5546;6236;44668;2.988;69.672;23.037;1.658;0.0;0.0;2.377;18.075;27.593;22.794;20.643;10.895;12.251;87.749
"Registered Nurses";"United States";"Maryland";62976;2635;34163;19562;4990;0;0;1572;10293;15042;14451;12627;10563;6503;56473;4.184;54.248;31.063;7.924;0.0;0.0;2.496;16.344;23.885;22.947;20.05;16.773;10.326;89.674
"Registered Nurses";"United States";"Massachusetts";89841;3706;70832;8881;3682;0;0;2715;14845;19963;17874;20656;16503;8796;81045;4.125;78.842;9.885;4.098;0.0;0.0;3.022;16.524;22.22;19.895;22.992;18.369;9.791;90.209
"Registered Nurses";"United States";"Michigan";103524;2762;84901;8254;4799;0;215;2560;16245;25121;23890;22933;15335;11469;92055;2.668;82.011;7.973;4.636;0.0;0.208;2.473;15.692;24.266;23.077;22.152;14.813;11.079;88.921
"Registered Nurses";"United States";"Minnesota";72593;965;61807;4773;2844;0;0;2066;13577;21266;16981;12000;8769;7639;64954;1.329;85.142;6.575;3.918;0.0;0.0;2.846;18.703;29.295;23.392;16.531;12.08;10.523;89.477
"Registered Nurses";"United States";"Missouri";72030;1669;61510;5510;1505;0;0;1552;13827;19230;14835;14201;9937;6767;65263;2.317;85.395;7.65;2.089;0.0;0.0;2.155;19.196;26.697;20.596;19.715;13.796;9.395;90.605
"Registered Nurses";"United States";"Nevada";25350;2468;12376;1516;7820;0;0;928;4615;7277;5336;4576;3546;4141;21209;9.736;48.821;5.98;30.848;0.0;0.0;3.661;18.205;28.706;21.049;18.051;13.988;16.335;83.665
"Registered Nurses";"United States";"New Jersey";84582;6770;49228;12602;13763;0;0;2157;13246;17325;17121;21041;15849;9013;75569;8.004;58.202;14.899;16.272;0.0;0.0;2.55;15.661;20.483;20.242;24.876;18.738;10.656;89.344
"Registered Nurses";"United States";"New Mexico";18452;5858;10008;515;926;0;742;403;2711;4717;3512;4419;3093;2358;16094;31.747;54.238;2.791;5.018;0.0;4.021;2.184;14.692;25.564;19.033;23.949;16.762;12.779;87.221
"Registered Nurses";"United States";"New York";212541;17061;118954;40085;30553;0;250;5537;34568;48391;45613;48372;35597;27878;184663;8.027;55.968;18.86;14.375;0.0;0.118;2.605;16.264;22.768;21.461;22.759;16.748;13.117;86.883
"Registered Nurses";"United States";"North Carolina";107198;3122;79239;17965;3426;0;804;2601;18598;24932;26345;23841;13482;10423;96775;2.912;73.918;16.759;3.196;0.0;0.75;2.426;17.349;23.258;24.576;22.24;12.577;9.723;90.277
"Registered Nurses";"United States";"Ohio";147040;3281;126005;11185;2566;0;0;3847;27256;37302;33469;30801;18212;15220;131820;2.231;85.694;7.607;1.745;0.0;0.0;2.616;18.536;25.369;22.762;20.947;12.386;10.351;89.649
"Registered Nurses";"United States";"Oklahoma";37128;1040;27014;2101;1604;0;2611;2758;6250;10094;9983;6137;4664;4193;32935;2.801;72.759;5.659;4.32;0.0;7.032;7.428;16.834;27.187;26.888;16.529;12.562;11.293;88.707
"Registered Nurses";"United States";"Oregon";40161;2300;33136;516;1826;0;0;2104;5407;12098;9242;7255;6159;5467;34694;5.727;82.508;1.285;4.547;0.0;0.0;5.239;13.463;30.124;23.012;18.065;15.336;13.613;86.387
"Registered Nurses";"United States";"Pennsylvania";151906;4760;128021;10331;5253;0;0;3372;26666;37092;32033;32298;23817;15746;136160;3.134;84.276;6.801;3.458;0.0;0.0;2.22;17.554;24.418;21.087;21.262;15.679;10.366;89.634
"Registered Nurses";"United States";"South Carolina";50700;1412;38668;8730;984;0;0;774;8736;13279;11313;11395;5977;3908;46792;2.785;76.268;17.219;1.941;0.0;0.0;1.527;17.231;26.191;22.314;22.475;11.789;7.708;92.292
"Registered Nurses";"United States";"Tennessee";77537;1305;64393;8885;1401;0;0;1528;16539;18491;18043;14852;9612;9050;68487;1.683;83.048;11.459;1.807;0.0;0.0;1.971;21.33;23.848;23.27;19.155;12.397;11.672;88.328
"Registered Nurses";"United States";"Texas";261112;56724;128420;39050;30290;0;432;6006;47005;73774;63482;47338;29513;36763;224349;21.724;49.182;14.955;11.6;0.0;0.165;2.3;18.002;28.254;24.312;18.129;11.303;14.079;85.921
"Registered Nurses";"United States";"Virginia";78966;4055;53041;13557;5600;0;0;2558;12911;21296;16602;16799;11358;7906;71060;5.135;67.169;17.168;7.092;0.0;0.0;3.239;16.35;26.969;21.024;21.274;14.383;10.012;89.988
"Registered Nurses";"United States";"Washington";68609;2935;50658;3527;8407;0;203;2753;10875;18385;15844;13468;10037;8709;59900;4.278;73.836;5.141;12.253;0.0;0.296;4.013;15.851;26.797;23.093;19.63;14.629;12.694;87.306
"Registered Nurses";"United States";"Wisconsin";68599;2517;59554;3056;2025;0;0;1193;11685;18714;14632;14325;9243;4575;64024;3.669;86.815;4.455;2.952;0.0;0.0;1.739;17.034;27.28;21.33;20.882;13.474;6.669;93.331
"Registered Nurses";"United States";"All States";3371141;273582;2292862;386165;310714;2984;10536;94298;566921;862551;776716;692750;472203;394796;2976345;8.115;68.014;11.455;9.217;0.089;0.313;2.797;16.817;25.586;23.04;20.549;14.007;11.711;88.289
