occupation_name,country,state,count,hispanic_or_latino_n,white_n,black_n,asian_n,pacific_islander_n,american_or_alaskan_native_n,other_or_multiple_n,less_than_30yrs_n,30_to_39_yrs_n,40_to_49_yrs_n,50_to_59_yrs_n,60_or_older_n,male_n,female_n,hispanic_or_latino_percentage,white_percentage,black_percentage,asian_percentage,pacific Islander_percentage,american_or_alaskan_native_percentage,other_or_multiple_percentage,less_than_30yrs_percentage,30_to_39_yrs_percentage,40_to_49_yrs_percentage,50_to_59_yrs_percentage,60_or_older_percentage,male_percentage,female_percentage
Medical Transcriptionists,United States,New York,3417,,1608,498,617,,,,2427,,,,,1001,2416,,47.059,14.574,18.057,,,,71.027,,,,,29.295,70.705
Medical Transcriptionists,United States,North Carolina,1692,,1287,,,,,,740,,,214,324,,1337,,76.064,,,,,,43.735,,,12.648,19.149,,79.019
Medical Transcriptionists,United States,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Transcriptionists,United States,Ohio,1590,,1363,,,,,,756,,,,290,,1408,,85.723,,,,,,47.547,,,,18.239,,88.553
Medical Transcriptionists,United States,Oklahoma,591,,563,,,,,,,,,,,,491,,95.262,,,,,,,,,,,,83.08
Medical Transcriptionists,United States,Oregon,1103,,878,,,,,,606,,,,,,744,,79.601,,,,,,54.941,,,,,,67.452
Medical Transcriptionists,United States,Pennsylvania,1958,,1643,,,,,,852,,,322,464,436,1522,,83.912,,,,,,43.514,,,16.445,23.698,22.268,77.732
Medical Transcriptionists,United States,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Transcriptionists,United States,South Carolina,632,,529,,,,,,,,,,,,595,,83.703,,,,,,,,,,,,94.146
Medical Transcriptionists,United States,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Transcriptionists,United States,Tennessee,1108,,1025,,,,,,335,,,,243,,902,,92.509,,,,,,30.235,,,,21.931,,81.408
Medical Transcriptionists,United States,Texas,4843,1067,2672,,727,,,,2678,778,,508,704,627,4216,22.032,55.172,,15.011,,,,55.296,16.064,,10.489,14.536,12.947,87.053
Medical Transcriptionists,United States,Utah,543,,516,,,,,,,,,,,,452,,95.028,,,,,,,,,,,,83.241
Medical Transcriptionists,United States,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Transcriptionists,United States,Virginia,1901,,1202,,,,,,1168,,,,,717,1184,,63.23,,,,,,61.441,,,,,37.717,62.283
Medical Transcriptionists,United States,Washington,975,,673,,,,,,484,,,,,,714,,69.026,,,,,,49.641,,,,,,73.231
Medical Transcriptionists,United States,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Transcriptionists,United States,Wisconsin,619,,557,,,,,,,,,,,,556,,89.984,,,,,,,,,,,,89.822
Medical Transcriptionists,United States,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Transcriptionists,United States,All States,51856,5709,35433,2855,5980,,,1648,26120,5124,4288,7663,8661,9943,41913,11.009,68.33,5.506,11.532,,,3.178,50.37,9.881,8.269,14.777,16.702,19.174,80.826
"Nursing, Psychiatric and Home Health Aides",United States,Alabama,28141,435,10717,16475,,,,,10408,7504,4517,3745,1967,2989,25152,1.546,38.083,58.544,,,,,36.985,26.666,16.051,13.308,6.99,10.622,89.378
"Nursing, Psychiatric and Home Health Aides",United States,Alaska,3466,,1544,,,,,,903,1338,321,376,,,3091,,44.547,,,,,,26.053,38.604,9.261,10.848,,,89.181
"Nursing, Psychiatric and Home Health Aides",United States,Arizona,23400,8039,8871,2805,704,,1820,995,8577,4963,3229,4326,2305,5181,18219,34.355,37.91,11.987,3.009,,7.778,4.252,36.654,21.209,13.799,18.487,9.85,22.141,77.859
"Nursing, Psychiatric and Home Health Aides",United States,Arkansas,21807,860,12810,7013,,,,862,7635,5443,3810,3148,1771,2159,19648,3.944,58.743,32.159,,,,3.953,35.012,24.96,17.471,14.436,8.121,9.9,90.1
"Nursing, Psychiatric and Home Health Aides",United States,California,148195,60930,27594,19595,33617,1146,530,4783,37163,29502,28452,31605,21473,31576,116619,41.115,18.62,13.222,22.684,0.773,0.358,3.228,25.077,19.908,19.199,21.327,14.49,21.307,78.693
"Nursing, Psychiatric and Home Health Aides",United States,Colorado,26922,7812,13320,3561,1088,,297,724,9066,5257,5217,3953,3429,3962,22960,29.017,49.476,13.227,4.041,,1.103,2.689,33.675,19.527,19.378,14.683,12.737,14.717,85.283
"Nursing, Psychiatric and Home Health Aides",United States,Connecticut,29972,7082,9570,11877,753,,,654,7404,6270,5750,6651,3897,3971,26001,23.629,31.93,39.627,2.512,,,2.182,24.703,20.92,19.185,22.191,13.002,13.249,86.751
"Nursing, Psychiatric and Home Health Aides",United States,Delaware,6884,651,2096,3843,,,,,1765,1424,1832,1214,649,770,6114,9.457,30.447,55.825,,,,,25.639,20.686,26.612,17.635,9.428,11.185,88.815
"Nursing, Psychiatric and Home Health Aides",United States,District of Columbia,7402,,,6787,,,,,1259,1735,1960,1845,603,1005,6397,,,91.691,,,,,17.009,23.44,26.479,24.926,8.146,13.577,86.423
"Nursing, Psychiatric and Home Health Aides",United States,Florida,136582,30265,31179,68352,3024,,,3547,26743,25275,29492,33714,21358,14564,122018,22.159,22.828,50.045,2.214,,,2.597,19.58,18.505,21.593,24.684,15.637,10.663,89.337
"Nursing, Psychiatric and Home Health Aides",United States,Georgia,50688,1809,11666,34895,874,,,1318,14655,11958,9790,8503,5782,5004,45684,3.569,23.015,68.843,1.724,,,2.6,28.912,23.591,19.314,16.775,11.407,9.872,90.128
"Nursing, Psychiatric and Home Health Aides",United States,Hawaii,6071,538,557,,3661,529,,602,1664,1391,1199,1051,766,822,5249,8.862,9.175,,60.303,8.714,,9.916,27.409,22.912,19.75,17.312,12.617,13.54,86.46
"Nursing, Psychiatric and Home Health Aides",United States,Idaho,9877,1319,7411,,,,,584,3873,2079,1369,1593,963,1025,8852,13.354,75.033,,,,,5.913,39.212,21.049,13.86,16.128,9.75,10.378,89.622
"Nursing, Psychiatric and Home Health Aides",United States,Illinois,85917,12292,35297,30900,5627,,,1696,28189,18003,14892,14937,9896,8964,76953,14.307,41.083,35.965,6.549,,,1.974,32.81,20.954,17.333,17.385,11.518,10.433,89.567
"Nursing, Psychiatric and Home Health Aides",United States,Indiana,42444,1696,28393,10519,681,,,1085,17425,8565,7346,5619,3489,3885,38559,3.996,66.895,24.783,1.604,,,2.556,41.054,20.18,17.308,13.239,8.22,9.153,90.847
"Nursing, Psychiatric and Home Health Aides",United States,Iowa,22600,1358,18685,1652,,,,433,10161,4134,3355,2779,2171,1612,20988,6.009,82.677,7.31,,,,1.916,44.96,18.292,14.845,12.296,9.606,7.133,92.867
"Nursing, Psychiatric and Home Health Aides",United States,Kansas,23736,2331,16652,3118,,,,1177,10531,4943,3415,2830,2017,2459,21277,9.821,70.155,13.136,,,,4.959,44.367,20.825,14.387,11.923,8.498,10.36,89.64
"Nursing, Psychiatric and Home Health Aides",United States,Kentucky,22877,,18547,3272,,,,,11711,4350,2999,2240,1577,2075,20802,,81.073,14.303,,,,,51.191,19.015,13.109,9.791,6.893,9.07,90.93
"Nursing, Psychiatric and Home Health Aides",United States,Louisiana,29724,,4662,24239,,,,,8004,7562,6288,5192,2678,2233,27491,,15.684,81.547,,,,,26.928,25.441,21.155,17.467,9.01,7.512,92.488
"Nursing, Psychiatric and Home Health Aides",United States,Maine,12336,,11103,527,,,,,4179,2234,1679,2619,1625,1308,11028,,90.005,4.272,,,,,33.876,18.11,13.611,21.231,13.173,10.603,89.397
"Nursing, Psychiatric and Home Health Aides",United States,Maryland,33590,1043,6582,24082,976,,,841,8395,8124,5901,7148,4022,3569,30021,3.105,19.595,71.694,2.906,,,2.504,24.993,24.186,17.568,21.28,11.974,10.625,89.375
"Nursing, Psychiatric and Home Health Aides",United States,Massachusetts,61485,12022,25075,19375,1673,,,3254,17023,11028,11749,13494,8191,7574,53911,19.553,40.782,31.512,2.721,,,5.292,27.686,17.936,19.109,21.947,13.322,12.318,87.682
"Nursing, Psychiatric and Home Health Aides",United States,Michigan,66861,2844,39287,20884,1413,,137,2296,25675,14034,11130,9990,6032,8886,57975,4.254,58.759,31.235,2.113,,0.205,3.434,38.401,20.99,16.646,14.941,9.022,13.29,86.71
"Nursing, Psychiatric and Home Health Aides",United States,Minnesota,45124,3039,25674,11906,2503,,232,1770,17802,9498,7734,6192,3898,7163,37961,6.735,56.897,26.385,5.547,,0.514,3.923,39.451,21.049,17.139,13.722,8.638,15.874,84.126
"Nursing, Psychiatric and Home Health Aides",United States,Mississippi,19693,,4534,14742,,,,,5682,5565,3630,2864,1952,1770,17923,,23.023,74.859,,,,,28.853,28.259,18.433,14.543,9.912,8.988,91.012
"Nursing, Psychiatric and Home Health Aides",United States,Missouri,46278,993,27373,15677,491,,,1441,17597,9952,7327,6993,4409,5990,40288,2.146,59.149,33.876,1.061,,,3.114,38.025,21.505,15.833,15.111,9.527,12.944,87.056
"Nursing, Psychiatric and Home Health Aides",United States,Montana,6863,486,5590,,,,444,,2733,1940,820,719,651,947,5916,7.081,81.451,,,,6.469,,39.822,28.268,11.948,10.476,9.486,13.799,86.201
"Nursing, Psychiatric and Home Health Aides",United States,Nebraska,15078,2002,10585,1325,,,242,,7063,2895,2241,1852,1027,1912,13166,13.278,70.202,8.788,,,1.605,,46.843,19.2,14.863,12.283,6.811,12.681,87.319
"Nursing, Psychiatric and Home Health Aides",United States,Nevada,10201,2771,2632,2410,1705,,,,2996,1897,2258,1991,1059,1736,8465,27.164,25.801,23.625,16.714,,,,29.37,18.596,22.135,19.518,10.381,17.018,82.982
"Nursing, Psychiatric and Home Health Aides",United States,New Hampshire,9113,,7840,,,,,,3256,1702,1066,1582,1507,730,8383,,86.031,,,,,,35.729,18.677,11.698,17.36,16.537,8.011,91.989
"Nursing, Psychiatric and Home Health Aides",United States,New Jersey,58600,13520,11132,28415,3595,,,1726,11003,9514,12756,14940,10387,8327,50273,23.072,18.997,48.49,6.135,,,2.945,18.776,16.235,21.768,25.495,17.725,14.21,85.79
"Nursing, Psychiatric and Home Health Aides",United States,New Mexico,10536,5275,2807,,,,1852,,3499,2014,1935,1553,1535,1581,8955,50.066,26.642,,,,17.578,,33.21,19.115,18.366,14.74,14.569,15.006,84.994
"Nursing, Psychiatric and Home Health Aides",United States,New York,283540,78619,56047,102925,33621,,402,11789,43645,49343,62363,77988,50201,33876,249664,27.728,19.767,36.3,11.858,,0.142,4.158,15.393,17.402,21.994,27.505,17.705,11.948,88.052
"Nursing, Psychiatric and Home Health Aides",United States,North Carolina,71738,2590,30502,34550,868,,1399,1829,20027,14600,14269,12879,9963,7472,64266,3.61,42.519,48.161,1.21,,1.95,2.55,27.917,20.352,19.89,17.953,13.888,10.416,89.584
"Nursing, Psychiatric and Home Health Aides",United States,North Dakota,8057,,5977,1093,,,,,4072,1434,685,878,988,748,7309,,74.184,13.566,,,,,50.54,17.798,8.502,10.897,12.263,9.284,90.716
"Nursing, Psychiatric and Home Health Aides",United States,Ohio,95398,2855,55842,31255,1586,,,3573,34590,19975,16642,14436,9755,10173,85225,2.993,58.536,32.763,1.663,,,3.745,36.259,20.939,17.445,15.132,10.226,10.664,89.336
"Nursing, Psychiatric and Home Health Aides",United States,Oklahoma,25192,2152,13343,4536,505,,2355,2285,9170,5733,4597,3616,2076,2725,22467,8.542,52.965,18.006,2.005,,9.348,9.07,36.4,22.757,18.248,14.354,8.241,10.817,89.183
"Nursing, Psychiatric and Home Health Aides",United States,Oregon,17668,2350,11740,823,1239,277,,900,5949,4155,3075,2538,1951,3356,14312,13.301,66.448,4.658,7.013,1.568,,5.094,33.671,23.517,17.404,14.365,11.043,18.995,81.005
"Nursing, Psychiatric and Home Health Aides",United States,Pennsylvania,107797,11088,54610,34735,3435,,,3854,33952,24320,17246,19857,12422,15624,92173,10.286,50.66,32.223,3.187,,,3.575,31.496,22.561,15.999,18.421,11.524,14.494,85.506
"Nursing, Psychiatric and Home Health Aides",United States,Rhode Island,11069,2351,5453,2339,250,,,665,2319,2889,2109,2212,1540,934,10135,21.239,49.264,21.131,2.259,,,6.008,20.95,26.1,19.053,19.984,13.913,8.438,91.562
"Nursing, Psychiatric and Home Health Aides",United States,South Carolina,27452,915,9987,16022,,,,350,7255,6011,5270,5603,3313,2077,25375,3.333,36.38,58.364,,,,1.275,26.428,21.896,19.197,20.41,12.068,7.566,92.434
"Nursing, Psychiatric and Home Health Aides",United States,South Dakota,6203,,5149,,,,329,,2698,764,948,927,866,507,5696,,83.008,,,,5.304,,43.495,12.317,15.283,14.944,13.961,8.173,91.827
"Nursing, Psychiatric and Home Health Aides",United States,Tennessee,33255,978,20815,10067,,,,1023,12091,7862,4881,5616,2805,3954,29301,2.941,62.592,30.272,,,,3.076,36.358,23.642,14.677,16.888,8.435,11.89,88.11
"Nursing, Psychiatric and Home Health Aides",United States,Texas,161850,69196,34330,49888,5080,,427,2792,37789,34919,35545,31926,21671,21150,140700,42.753,21.211,30.824,3.139,,0.264,1.725,23.348,21.575,21.962,19.726,13.39,13.068,86.932
"Nursing, Psychiatric and Home Health Aides",United States,Utah,14488,2709,10302,,387,,,,8170,2434,2035,1137,712,2194,12294,18.698,71.107,,2.671,,,,56.391,16.8,14.046,7.848,4.914,15.144,84.856
"Nursing, Psychiatric and Home Health Aides",United States,Vermont,3533,,2898,,,,,,1243,,875,508,438,698,2835,,82.027,,,,,,35.183,,24.766,14.379,12.397,19.757,80.243
"Nursing, Psychiatric and Home Health Aides",United States,Virginia,46639,2065,16693,25169,1544,,,1165,12569,10252,8454,9704,5660,5782,40857,4.428,35.792,53.966,3.311,,,2.498,26.95,21.982,18.126,20.807,12.136,12.397,87.603
"Nursing, Psychiatric and Home Health Aides",United States,Washington,36050,4968,18881,5291,3736,543,334,2297,12289,8018,5926,5772,4045,5563,30487,13.781,52.374,14.677,10.363,1.506,0.926,6.372,34.089,22.241,16.438,16.011,11.221,15.431,84.569
"Nursing, Psychiatric and Home Health Aides",United States,West Virginia,12251,,10895,632,,,,496,3949,2975,2323,1762,1242,1927,10324,,88.932,5.159,,,,4.049,32.234,24.284,18.962,14.382,10.138,15.729,84.271
"Nursing, Psychiatric and Home Health Aides",United States,Wisconsin,42872,3223,30830,6313,1275,,,953,17655,8326,5749,6697,4445,4607,38265,7.518,71.912,14.725,2.974,,,2.223,41.181,19.421,13.41,15.621,10.368,10.746,89.254
"Nursing, Psychiatric and Home Health Aides",United States,Wyoming,3881,,3296,,,,,,2093,601,536,,241,,3458,,84.927,,,,,,53.929,15.486,13.811,,6.21,,89.101
"Nursing, Psychiatric and Home Health Aides",United States,All States,2131412,369973,837628,715827,120002,4153,14844,68985,615564,437173,398987,411724,267964,269914,1861498,17.358,39.299,33.585,5.63,0.195,0.696,3.237,28.881,20.511,18.719,19.317,12.572,12.664,87.336
Occupational Therapists,United States,Alabama,1580,,1072,,,,,,,607,216,,,,1422,,67.848,,,,,,,38.418,13.671,,,,90
Occupational Therapists,United States,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapists,United States,Arizona,2097,,1447,,,,,,294,752,554,355,142,,1842,,69.003,,,,,,14.02,35.861,26.419,16.929,6.772,,87.84
Occupational Therapists,United States,Arkansas,1481,,1343,,,,,,,,,,,,1258,,90.682,,,,,,,,,,,,84.943
Occupational Therapists,United States,California,11172,926,5861,,3328,,,495,1903,4260,2378,1610,1021,1893,9279,8.289,52.462,,29.789,,,4.431,17.034,38.131,21.285,14.411,9.139,16.944,83.056
Occupational Therapists,United States,Colorado,2816,,2651,,,,,,384,994,647,487,304,,2585,,94.141,,,,,,13.636,35.298,22.976,17.294,10.795,,91.797
Occupational Therapists,United States,Connecticut,1535,,1388,,,,,,293,576,,192,,,1507,,90.423,,,,,,19.088,37.524,,12.508,,,98.176
Occupational Therapists,United States,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapists,United States,District of Columbia,291,,,,,,,,,,,,,,291,,,,,,,,,,,,,,100
Occupational Therapists,United States,Florida,6973,1421,4630,,580,,,,1358,1628,2004,1128,855,973,6000,20.379,66.399,,8.318,,,,19.475,23.347,28.739,16.177,12.262,13.954,86.046
Occupational Therapists,United States,Georgia,2770,,1768,725,,,,,,734,1154,490,,,2610,,63.827,26.173,,,,,,26.498,41.661,17.69,,,94.224
Occupational Therapists,United States,Hawaii,453,,,,198,,,,,,,,,,397,,,,43.709,,,,,,,,,,87.638
Occupational Therapists,United States,Idaho,624,,606,,,,,,,,,,,,527,,97.115,,,,,,,,,,,,84.455
Occupational Therapists,United States,Illinois,5952,366,4324,526,,,,,1204,1720,1816,875,337,510,5442,6.149,72.648,8.837,,,,,20.228,28.898,30.511,14.701,5.662,8.569,91.431
Occupational Therapists,United States,Indiana,2714,,2581,,,,,,424,705,590,744,,,2292,,95.099,,,,,,15.623,25.976,21.739,27.413,,,84.451
Occupational Therapists,United States,Iowa,1071,,1053,,,,,,,,,,,,967,,98.319,,,,,,,,,,,,90.289
Occupational Therapists,United States,Kansas,1238,,1087,,,,,,,,349,297,185,,1132,,87.803,,,,,,,,28.191,23.99,14.943,,91.438
Occupational Therapists,United States,Kentucky,1700,,1549,,,,,,424,564,354,,,,1530,,91.118,,,,,,24.941,33.176,20.824,,,,90
Occupational Therapists,United States,Louisiana,2081,,1908,,,,,,,561,705,360,,,1796,,91.687,,,,,,,26.958,33.878,17.299,,,86.305
Occupational Therapists,United States,Maine,1059,,917,,,,,,,512,,,,,846,,86.591,,,,,,,48.347,,,,,79.887
Occupational Therapists,United States,Maryland,2801,,1730,,,,,,671,1088,426,,,,2650,,61.764,,,,,,23.956,38.843,15.209,,,,94.609
Occupational Therapists,United States,Massachusetts,4826,,4277,,,,,,704,1595,1203,852,472,,4576,,88.624,,,,,,14.588,33.05,24.927,17.654,9.78,,94.82
Occupational Therapists,United States,Michigan,5432,,5008,,,,,,970,1886,1077,785,714,750,4682,,92.194,,,,,,17.857,34.72,19.827,14.451,13.144,13.807,86.193
Occupational Therapists,United States,Minnesota,2394,,2198,,,,,,286,781,695,413,,,2272,,91.813,,,,,,11.947,32.623,29.031,17.251,,,94.904
Occupational Therapists,United States,Mississippi,723,,662,,,,,,,,,,,,609,,91.563,,,,,,,,,,,,84.232
Occupational Therapists,United States,Missouri,3127,,2755,,,,,,672,953,872,,,,2842,,88.104,,,,,,21.49,30.476,27.886,,,,90.886
Occupational Therapists,United States,Montana,524,,481,,,,,,,,,,,,512,,91.794,,,,,,,,,,,,97.71
Occupational Therapists,United States,Nebraska,803,,744,,,,,,,306,,,,,713,,92.653,,,,,,,38.107,,,,,88.792
Occupational Therapists,United States,Nevada,923,,751,,,,,,,,,,,,753,,81.365,,,,,,,,,,,,81.582
Occupational Therapists,United States,New Hampshire,1181,,1094,,,,,,,,,,,,1093,,92.633,,,,,,,,,,,,92.549
Occupational Therapists,United States,New Jersey,4374,,3438,,406,,,,991,1599,1093,453,,458,3916,,78.601,,9.282,,,,22.657,36.557,24.989,10.357,,10.471,89.529
Occupational Therapists,United States,New Mexico,631,,378,,,,,,,,,,,,577,,59.905,,,,,,,,,,,,91.442
Occupational Therapists,United States,New York,11778,813,9282,630,889,,,,2296,3854,3089,1478,1061,1572,10206,6.903,78.808,5.349,7.548,,,,19.494,32.722,26.227,12.549,9.008,13.347,86.653
Occupational Therapists,United States,North Carolina,3841,,3016,,,,,,880,1108,1014,665,,,3325,,78.521,,,,,,22.911,28.847,26.399,17.313,,,86.566
Occupational Therapists,United States,North Dakota,285,,285,,,,,,,,,,,,246,,100,,,,,,,,,,,,86.316
Occupational Therapists,United States,Ohio,5595,,5363,,,,,,991,1464,1572,1315,253,826,4769,,95.853,,,,,,17.712,26.166,28.097,23.503,4.522,14.763,85.237
Occupational Therapists,United States,Oklahoma,841,,662,,,,,,,,,,,,830,,78.716,,,,,,,,,,,,98.692
Occupational Therapists,United States,Oregon,1752,,1606,,,,,,,374,713,,,285,1467,,91.667,,,,,,,21.347,40.696,,,16.267,83.733
Occupational Therapists,United States,Pennsylvania,8363,,7480,,,,,,1648,2884,2134,1200,497,764,7599,,89.442,,,,,,19.706,34.485,25.517,14.349,5.943,9.135,90.865
Occupational Therapists,United States,Rhode Island,342,,323,,,,,,,,,,,,302,,94.444,,,,,,,,,,,,88.304
Occupational Therapists,United States,South Carolina,1416,,1111,,,,,,,589,419,,,,1303,,78.46,,,,,,,41.596,29.59,,,,92.02
Occupational Therapists,United States,South Dakota,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,
Occupational Therapists,United States,Tennessee,2066,,1575,,,,,,743,458,,293,,230,1836,,76.234,,,,,,35.963,22.168,,14.182,,11.133,88.867
Occupational Therapists,United States,Texas,8257,1408,5349,596,729,,,,1475,2565,1965,1475,777,1376,6881,17.052,64.781,7.218,8.829,,,,17.864,31.065,23.798,17.864,9.41,16.665,83.335
Occupational Therapists,United States,Utah,583,,503,,,,,,,,,,,,456,,86.278,,,,,,,,,,,,78.216
Occupational Therapists,United States,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapists,United States,Virginia,3255,,2956,,,,,,515,1187,942,319,292,,2975,,90.814,,,,,,15.822,36.467,28.94,9.8,8.971,,91.398
Occupational Therapists,United States,Washington,2666,,1988,,286,,,,577,756,571,598,,304,2362,,74.569,,10.728,,,,21.643,28.357,21.418,22.431,,11.403,88.597
Occupational Therapists,United States,West Virginia,613,,613,,,,,,,,,,,,519,,100,,,,,,,,,,,,84.666
Occupational Therapists,United States,Wisconsin,2749,,2615,,,,,,691,489,844,537,188,,2686,,95.126,,,,,,25.136,17.788,30.702,19.534,6.839,,97.708
Occupational Therapists,United States,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapists,United States,All States,131351,7389,104276,6892,9022,,,3659,24613,41846,33306,21276,10310,15203,116148,5.625,79.387,5.247,6.869,,,2.786,18.738,31.858,25.356,16.198,7.849,11.574,88.426
Occupational Therapy Assistants And Aides,United States,Alabama,784,,487,,,,,,,,,,,,668,,62.117,,,,,,,,,,,,85.204
Occupational Therapy Assistants And Aides,United States,Alaska,118,,,,,,,,,,,,,,118,,,,,,,,,,,,,,100
Occupational Therapy Assistants And Aides,United States,Arizona,1019,,623,,,,,,,,264,,,,859,,61.138,,,,,,,,25.908,,,,84.298
Occupational Therapy Assistants And Aides,United States,Arkansas,449,,398,,,,,,,,,,,,370,,88.641,,,,,,,,,,,,82.405
Occupational Therapy Assistants And Aides,United States,California,3817,1155,1223,,941,,,,1043,1118,730,753,,1224,2593,30.259,32.041,,24.653,,,,27.325,29.29,19.125,19.728,,32.067,67.933
Occupational Therapy Assistants And Aides,United States,Colorado,508,,,,,,,,,,,,,,508,,,,,,,,,,,,,,100
Occupational Therapy Assistants And Aides,United States,Connecticut,783,,621,,,,,,241,,,,,,637,,79.31,,,,,,30.779,,,,,,81.354
Occupational Therapy Assistants And Aides,United States,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Florida,2694,436,1858,,,,,,619,859,332,591,,525,2169,16.184,68.968,,,,,,22.977,31.886,12.324,21.938,,19.488,80.512
Occupational Therapy Assistants And Aides,United States,Georgia,1410,,790,,,,,,,,,,,,1312,,56.028,,,,,,,,,,,,93.05
Occupational Therapy Assistants And Aides,United States,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Illinois,2417,,1586,,,,,,424,713,731,,,,2063,,65.619,,,,,,17.542,29.499,30.244,,,,85.354
Occupational Therapy Assistants And Aides,United States,Indiana,1162,,1132,,,,,,,417,,,,,1092,,97.418,,,,,,,35.886,,,,,93.976
Occupational Therapy Assistants And Aides,United States,Iowa,453,,453,,,,,,242,,,,,,415,,100,,,,,,53.422,,,,,,91.611
Occupational Therapy Assistants And Aides,United States,Kansas,823,,660,,,,,,,317,,,,,764,,80.194,,,,,,,38.518,,,,,92.831
Occupational Therapy Assistants And Aides,United States,Kentucky,703,,624,,,,,,,,,,,,593,,88.762,,,,,,,,,,,,84.353
Occupational Therapy Assistants And Aides,United States,Louisiana,456,,338,,,,,,,,,,,,400,,74.123,,,,,,,,,,,,87.719
Occupational Therapy Assistants And Aides,United States,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Maryland,836,,593,,,,,,,,,,,,765,,70.933,,,,,,,,,,,,91.507
Occupational Therapy Assistants And Aides,United States,Massachusetts,1601,,1139,,,,,,,328,,,143,,1456,,71.143,,,,,,,20.487,,,8.932,,90.943
Occupational Therapy Assistants And Aides,United States,Michigan,1822,,1290,,,,,,453,336,,,,,1609,,70.801,,,,,,24.863,18.441,,,,,88.31
Occupational Therapy Assistants And Aides,United States,Minnesota,1005,,1001,,,,,,,,,,,,941,,99.602,,,,,,,,,,,,93.632
Occupational Therapy Assistants And Aides,United States,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Missouri,1020,,820,,,,,,460,,,,,,1000,,80.392,,,,,,45.098,,,,,,98.039
Occupational Therapy Assistants And Aides,United States,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Nevada,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,New Jersey,1168,,551,,,,,,,,,,,,975,,47.175,,,,,,,,,,,,83.476
Occupational Therapy Assistants And Aides,United States,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,New York,4855,864,2631,1033,,,,,909,1025,745,1491,685,,3862,17.796,54.192,21.277,,,,,18.723,21.112,15.345,30.711,14.109,,79.547
Occupational Therapy Assistants And Aides,United States,North Carolina,1230,,912,,,,,,,,315,,,,1060,,74.146,,,,,,,,25.61,,,,86.179
Occupational Therapy Assistants And Aides,United States,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Ohio,3999,,3186,656,,,,,815,1104,595,932,553,416,3583,,79.67,16.404,,,,,20.38,27.607,14.879,23.306,13.828,10.403,89.597
Occupational Therapy Assistants And Aides,United States,Oklahoma,816,,580,,,,,,,,,,,,726,,71.078,,,,,,,,,,,,88.971
Occupational Therapy Assistants And Aides,United States,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Pennsylvania,2974,,2121,,,,,,898,633,,,,,2699,,71.318,,,,,,30.195,21.284,,,,,90.753
Occupational Therapy Assistants And Aides,United States,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,South Carolina,808,,345,,,,,,,,,,,,754,,42.698,,,,,,,,,,,,93.317
Occupational Therapy Assistants And Aides,United States,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupational Therapy Assistants And Aides,United States,Tennessee,489,,437,,,,,,,,,,,,386,,89.366,,,,,,,,,,,,78.937
Occupational Therapy Assistants And Aides,United States,Texas,3615,902,1846,754,,,,,882,972,971,541,249,551,3064,24.952,51.065,20.858,,,,,24.398,26.888,26.86,14.965,6.888,15.242,84.758
